PRES	MOLEFRAC METHA-01	TOTAL TEMP	TOTAL KVL METHA-01	TOTAL KVL ETHAN-01	LIQUID1 GAMMA METHA-01	LIQUID1 GAMMA ETHAN-01	LIQUID2 GAMMA METHA-01	LIQUID2 GAMMA ETHAN-01	TOTAL KVL2 METHA-01	TOTAL KVL2 ETHAN-01	TOTAL BETA	VAPOR MOLEFRAC METHA-01	VAPOR MOLEFRAC ETHAN-01	LIQUID1 MOLEFRAC METHA-01	LIQUID1 MOLEFRAC ETHAN-01	LIQUID2 MOLEFRAC METHA-01	LIQUID2 MOLEFRAC ETHAN-01	LIQUID GAMMA METHA-01
bar		K															
1	0.888	338.2022	1.040064	0.6823532	1.004234	1.161					1	0.9235764	0.0764235	0.888	0.112			1.004234
1	0.89	338.185	1.039228	0.6826081	1.004095	1.162297					1	0.9249131	0.0750868	0.89	0.11			1.004095
1	0.892	338.1678	1.038397	0.682869	1.003958	1.163604					1	0.9262501	0.0737498	0.892	0.108			1.003958
1	0.894	338.1507	1.03757	0.6831359	1.003822	1.16492					1	0.9275876	0.0724124	0.894	0.106			1.003822
1	0.896	338.1336	1.036747	0.6834089	1.003689	1.166245					1	0.9289255	0.0710745	0.896	0.104			1.003689
1	0.898	338.1165	1.035929	0.6836879	1.003558	1.167581					1	0.9302638	0.0697361	0.898	0.102			1.003558
1	0.9	338.0995	1.035114	0.683973	1.003429	1.168927					1	0.9316027	0.0683973	0.9	0.1			1.003429
1	0.902	338.0825	1.034304	0.6842643	1.003301	1.170282					1	0.9329421	0.0670579	0.902	0.098			1.003301
1	0.904	338.0656	1.033498	0.6845617	1.003176	1.171648					1	0.9342821	0.0657179	0.904	0.096			1.003176
1	0.906	338.04867	1.032696	0.6848654	1.003053	1.173024					1	0.9356227	0.0643773	0.906	0.094			1.003053
1	0.908	338.03181	1.031899	0.6851753	1.002932	1.17441					1	0.9369639	0.0630361	0.908	0.092			1.002932
1	0.91	338.01498	1.031105	0.6854915	1.002814	1.175807					1	0.9383058	0.0616942	0.91	0.09			1.002814
1	0.912	337.99819	1.030316	0.685814	1.002697	1.177214					1	0.9396484	0.0603516	0.912	0.088			1.002697
1	0.914	337.98143	1.029531	0.6861429	1.002583	1.178631					1	0.9409917	0.0590082	0.914	0.086			1.002583
1	0.916	337.96472	1.028751	0.6864781	1.00247	1.180059					1	0.9423358	0.0576641	0.916	0.084			1.00247
1	0.918	337.94805	1.027975	0.6868199	1.00236	1.181498					1	0.9436808	0.0563192	0.918	0.082			1.00236
1	0.92	337.93141	1.027203	0.6871681	1.002252	1.182947					1	0.9450266	0.0549734	0.92	0.08			1.002252
1	0.922	337.91481	1.026435	0.6875228	1.002147	1.184408					1	0.9463732	0.0536267	0.922	0.078			1.002147
1	0.924	337.89825	1.025672	0.687884	1.002044	1.185879					1	0.9477208	0.0522791	0.924	0.076			1.002044
1	0.926	337.88173	1.024913	0.6882519	1.001943	1.187362					1	0.9490694	0.0509306	0.926	0.074			1.001943
1	0.928	337.86524	1.024158	0.6886264	1.001844	1.188855					1	0.9504189	0.0495811	0.928	0.072			1.001844
1	0.93	337.8488	1.023408	0.6890076	1.001747	1.19036					1	0.9517695	0.0482305	0.93	0.07			1.001747
1	0.932	337.83239	1.022662	0.6893956	1.001653	1.191876					1	0.9531211	0.0468789	0.932	0.068			1.001653
1	0.934	337.81602	1.021921	0.6897903	1.001562	1.193403					1	0.9544738	0.0455261	0.934	0.066			1.001562
1	0.936	337.79969	1.021183	0.6901918	1.001472	1.194942					1	0.9558277	0.0441722	0.936	0.064			1.001472
1	0.938	337.7834	1.020451	0.6906001	1.001385	1.196493					1	0.9571828	0.0428172	0.938	0.062			1.001385
1	0.94	337.7671	1.019722	0.6910154	1.001301	1.198055					1	0.9585391	0.0414609	0.94	0.06			1.001301
1	0.942	337.7509	1.018999	0.6914376	1.001219	1.199629					1	0.9598966	0.0401033	0.942	0.058			1.001219
1	0.944	337.7347	1.018279	0.6918668	1.001139	1.201215					1	0.9612555	0.0387445	0.944	0.056			1.001139
1	0.946	337.7186	1.017564	0.692303	1.001062	1.202813					1	0.9626156	0.0373843	0.946	0.054			1.001062
1	0.948	337.7025	1.016854	0.6927464	1.000988	1.204423					1	0.9639772	0.0360228	0.948	0.052			1.000988
1	0.95	337.6864	1.016148	0.6931968	1.000916	1.206045					1	0.9653402	0.0346598	0.95	0.05			1.000916
1	0.952	337.6704	1.015446	0.6936545	1.000846	1.20768					1	0.9667046	0.0332954	0.952	0.048			1.000846
1	0.954	337.6544	1.014749	0.6941196	1.000779	1.209327					1	0.9680704	0.0319295	0.954	0.046			1.000779
1	0.956	337.63848	1.014057	0.6945917	1.000715	1.210986					1	0.9694379	0.0305621	0.956	0.044			1.000715
1	0.958	337.62257	1.013369	0.6950712	1.000653	1.212658					1	0.970807	0.029193	0.958	0.042			1.000653
1	0.96	337.6067	1.012685	0.695558	1.000594	1.214343					1	0.9721776	0.0278223	0.96	0.04			1.000594
1	0.962	337.59086	1.012007	0.6960523	1.000537	1.21604					1	0.97355	0.02645	0.962	0.038			1.000537
1	0.964	337.57507	1.011332	0.6965541	1.000484	1.217751					1	0.974924	0.0250759	0.964	0.036			1.000484
1	0.966	337.55931	1.010663	0.6970633	1.000433	1.219474					1	0.9762998	0.0237001	0.966	0.034			1.000433
1	0.968	337.54359	1.009998	0.6975802	1.000384	1.221211					1	0.9776774	0.0223226	0.968	0.032			1.000384
1	0.97	337.5279	1.009337	0.6981048	1.000339	1.222961					1	0.9790568	0.0209431	0.97	0.03			1.000339
1	0.972	337.51226	1.008681	0.698637	1.000296	1.224724					1	0.9804381	0.0195618	0.972	0.028			1.000296
1	0.974	337.49666	1.00803	0.6991769	1.000256	1.226501					1	0.9818214	0.0181786	0.974	0.026			1.000256
1	0.976	337.48109	1.007384	0.6997247	1.000219	1.228291					1	0.9832066	0.0167934	0.976	0.024			1.000219
1	0.978	337.46556	1.006742	0.7002804	1.000184	1.230096					1	0.9845938	0.0154061	0.978	0.022			1.000184
1	0.98	337.45007	1.006105	0.7008439	1.000153	1.231913					1	0.9859831	0.0140168	0.98	0.02			1.000153
1	0.982	337.43462	1.005473	0.7014155	1.000124	1.233745					1	0.9873745	0.0126254	0.982	0.018			1.000124
1	0.984	337.41921	1.004846	0.701995	1.000098	1.235591					1	0.9887681	0.0112319	0.984	0.016			1.000098
1	0.986	337.40384	1.004223	0.7025827	1.000075	1.237452					1	0.9901638	0.00983616	0.986	0.014			1.000075
1	0.988	337.3885	1.003605	0.7031786	1.000056	1.239326					1	0.9915619	0.00843815	0.988	0.012			1.000056
1	0.99	337.37321	1.002992	0.7037826	1.000039	1.241215					1	0.9929622	0.00703783	0.99	0.01			1.000039
1	0.992	337.35795	1.002384	0.704395	1.000025	1.243119					1	0.9943648	0.00563516	0.992	0.008			1.000025
1	0.994	337.34273	1.001781	0.7050156	1.000014	1.245037					1	0.9957699	0.0042301	0.994	0.006			1.000014
1	0.996	337.32756	1.001182	0.7056447	1.000006	1.24697					1	0.9971774	0.00282258	0.996	0.004			1.000006
1	0.998	337.31242	1.000589	0.7062823	1.000002	1.248918					1	0.9985874	0.00141257	0.998	0.002			1.000002
1	1	337.29732	1	0.7069283	1	1.250882					1	1	0	1	0			1
