PRES	MOLEFRAC ACETO-01	TOTAL TEMP	TOTAL KVL ACETO-01	TOTAL KVL METHA-01	LIQUID1 GAMMA ACETO-01	LIQUID1 GAMMA METHA-01	LIQUID2 GAMMA ACETO-01	LIQUID2 GAMMA METHA-01	TOTAL KVL2 ACETO-01	TOTAL KVL2 METHA-01	TOTAL BETA	VAPOR MOLEFRAC ACETO-01	VAPOR MOLEFRAC METHA-01	LIQUID1 MOLEFRAC ACETO-01	LIQUID1 MOLEFRAC METHA-01	LIQUID2 MOLEFRAC ACETO-01	LIQUID2 MOLEFRAC METHA-01	LIQUID GAMMA ACETO-01
bar		K															
1	0.9	328.3648	0.9896058	1.093548	1.005526	1.567049					1	0.8906452	0.1093548	0.9	0.1			1.005526
1	0.902	328.3703	0.9895743	1.095959	1.005307	1.570151					1	0.892596	0.107404	0.902	0.098			1.005307
1	0.904	328.376	0.9895518	1.098387	1.005092	1.573264					1	0.8945549	0.1054451	0.904	0.096			1.005092
1	0.906	328.3819	0.9895385	1.100831	1.004882	1.576391					1	0.8965219	0.1034781	0.906	0.094			1.004882
1	0.908	328.3879	0.9895343	1.103291	1.004676	1.57953					1	0.8984972	0.1015028	0.908	0.092			1.004676
1	0.91	328.394	0.9895393	1.105769	1.004474	1.582682					1	0.9004808	0.0995192	0.91	0.09			1.004474
1	0.912	328.4003	0.9895536	1.108263	1.004277	1.585847					1	0.9024728	0.0975271	0.912	0.088			1.004277
1	0.914	328.4067	0.989577	1.110774	1.004084	1.589025					1	0.9044734	0.0955266	0.914	0.086			1.004084
1	0.916	328.4133	0.9896098	1.113303	1.003896	1.592216					1	0.9064826	0.0935174	0.916	0.084			1.003896
1	0.918	328.4201	0.9896519	1.115849	1.003713	1.59542					1	0.9085004	0.0914995	0.918	0.082			1.003713
1	0.92	328.4269	0.9897033	1.118412	1.003533	1.598637					1	0.9105271	0.0894729	0.92	0.08			1.003533
1	0.922	328.434	0.9897642	1.120993	1.003359	1.601867					1	0.9125626	0.0874374	0.922	0.078			1.003359
1	0.924	328.4412	0.9898345	1.123591	1.003188	1.60511					1	0.9146071	0.0853929	0.924	0.076			1.003188
1	0.926	328.4485	0.9899143	1.126208	1.003022	1.608367					1	0.9166606	0.0833393	0.926	0.074			1.003022
1	0.928	328.456	0.9900036	1.128842	1.002861	1.611636					1	0.9187234	0.0812766	0.928	0.072			1.002861
1	0.93	328.4637	0.9901026	1.131495	1.002704	1.614919					1	0.9207954	0.0792046	0.93	0.07			1.002704
1	0.932	328.4715	0.9902111	1.134166	1.002552	1.618216					1	0.9228767	0.0771232	0.932	0.068			1.002552
1	0.934	328.4795	0.9903293	1.136855	1.002404	1.621525					1	0.9249676	0.0750324	0.934	0.066			1.002404
1	0.936	328.4876	0.9904572	1.139563	1.00226	1.624848					1	0.927068	0.072932	0.936	0.064			1.00226
1	0.938	328.496	0.9905949	1.14229	1.002121	1.628185					1	0.929178	0.0708219	0.938	0.062			1.002121
1	0.94	328.5044	0.9907424	1.145036	1.001986	1.631535					1	0.9312979	0.0687021	0.94	0.06			1.001986
1	0.942	328.5131	0.9908998	1.147801	1.001856	1.634899					1	0.9334276	0.0665724	0.942	0.058			1.001856
1	0.944	328.5219	0.991067	1.150585	1.00173	1.638276					1	0.9355673	0.0644327	0.944	0.056			1.00173
1	0.946	328.5309	0.9912442	1.153388	1.001608	1.641667					1	0.937717	0.0622829	0.946	0.054			1.001608
1	0.948	328.54	0.9914314	1.156212	1.001491	1.645072					1	0.939877	0.060123	0.948	0.052			1.001491
1	0.95	328.5493	0.9916287	1.159055	1.001379	1.64849					1	0.9420473	0.0579527	0.95	0.05			1.001379
1	0.952	328.5588	0.9918361	1.161918	1.001271	1.651923					1	0.944228	0.055772	0.952	0.048			1.001271
1	0.954	328.5685	0.9920536	1.164801	1.001167	1.655369					1	0.9464192	0.0535808	0.954	0.046			1.001167
1	0.956	328.5783	0.9922814	1.167704	1.001067	1.658829					1	0.948621	0.0513789	0.956	0.044			1.001067
1	0.958	328.5883	0.9925194	1.170628	1.000973	1.662303					1	0.9508336	0.0491663	0.958	0.042			1.000973
1	0.96	328.5985	0.9927678	1.173573	1.000882	1.665791					1	0.9530571	0.0469429	0.96	0.04			1.000882
1	0.962	328.6089	0.9930266	1.176538	1.000796	1.669293					1	0.9552915	0.0447084	0.962	0.038			1.000796
1	0.964	328.6195	0.9932958	1.179525	1.000714	1.672809					1	0.9575371	0.0424628	0.964	0.036			1.000714
1	0.966	328.6302	0.9935755	1.182532	1.000637	1.676339					1	0.9597939	0.0402061	0.966	0.034			1.000637
1	0.968	328.6412	0.9938657	1.185562	1.000564	1.679883					1	0.962062	0.0379379	0.968	0.032			1.000564
1	0.97	328.6523	0.9941666	1.188612	1.000496	1.683442					1	0.9643416	0.0356583	0.97	0.03			1.000496
1	0.972	328.6636	0.9944782	1.191685	1.000432	1.687015					1	0.9666328	0.0333671	0.972	0.028			1.000432
1	0.974	328.6751	0.9948005	1.194779	1.000373	1.690602					1	0.9689357	0.0310642	0.974	0.026			1.000373
1	0.976	328.6868	0.9951337	1.197896	1.000317	1.694203					1	0.9712505	0.0287495	0.976	0.024			1.000317
1	0.978	328.6987	0.9954777	1.201035	1.000267	1.697819					1	0.9735772	0.0264227	0.978	0.022			1.000267
1	0.98	328.7108	0.9958329	1.204198	1.00022	1.70145					1	0.975916	0.024084	0.98	0.02			1.00022
1	0.982	328.723	0.9961989	1.207382	1.000179	1.705095					1	0.9782671	0.0217329	0.982	0.018			1.000179
1	0.984	328.7355	0.9965759	1.21059	1.000141	1.708754					1	0.9806305	0.0193694	0.984	0.016			1.000141
1	0.986	328.7482	0.9969641	1.213821	1.000108	1.712428					1	0.9830065	0.0169935	0.986	0.014			1.000108
1	0.988	328.7611	0.9973636	1.217075	1.000079	1.716117					1	0.9853951	0.0146049	0.988	0.012			1.000079
1	0.99	328.7741	0.9977743	1.220353	1.000055	1.71982					1	0.9877965	0.0122035	0.99	0.01			1.000055
1	0.992	328.7874	0.9981964	1.223656	1.000035	1.723539					1	0.9902107	0.00978925	0.992	0.008			1.000035
1	0.994	328.8009	0.9986299	1.226982	1.00002	1.727272					1	0.9926381	0.0073619	0.994	0.006			1.00002
1	0.996	328.8146	0.999075	1.230332	1.000009	1.731019					1	0.9950787	0.00492133	0.996	0.004			1.000009
1	0.998	328.8286	0.9995317	1.233708	1.000002	1.734782					1	0.9975326	0.00246742	0.998	0.002			1.000002
1	1	328.8427	0.9999999	1.237108	1	1.73856					1	1	0	1	0			1
