PRES	MOLEFRAC ACETO-01	TOTAL TEMP	TOTAL KVL ACETO-01	TOTAL KVL ETHAN-01	LIQUID1 GAMMA ACETO-01	LIQUID1 GAMMA ETHAN-01	LIQUID2 GAMMA ACETO-01	LIQUID2 GAMMA ETHAN-01	TOTAL KVL2 ACETO-01	TOTAL KVL2 ETHAN-01	TOTAL BETA	VAPOR MOLEFRAC ACETO-01	VAPOR MOLEFRAC ETHAN-01	LIQUID1 MOLEFRAC ACETO-01	LIQUID1 MOLEFRAC ETHAN-01	LIQUID2 MOLEFRAC ACETO-01	LIQUID2 MOLEFRAC ETHAN-01	LIQUID GAMMA ETHAN-01
bar		C															
1	0.89	56.39011	1.032466	0.7373195	1.008829	1.844876					1	0.9188949	0.0811051	0.89	0.11			1.844876
1	0.892	56.37525	1.031631	0.7387536	1.008509	1.849732					1	0.9202146	0.0797853	0.892	0.108			1.849732
1	0.894	56.36046	1.030804	0.7401969	1.008195	1.854611					1	0.9215391	0.0784608	0.894	0.106			1.854611
1	0.896	56.34574	1.029987	0.7416495	1.007887	1.859513					1	0.9228685	0.0771315	0.896	0.104			1.859513
1	0.898	56.3311	1.029179	0.7431113	1.007585	1.864438					1	0.9242026	0.0757973	0.898	0.102			1.864438
1	0.9	56.31652	1.02838	0.7445825	1.007289	1.869386					1	0.9255418	0.0744582	0.9	0.1			1.869386
1	0.902	56.30202	1.02759	0.7460631	1.006999	1.874358					1	0.9268858	0.0731141	0.902	0.098			1.874358
1	0.904	56.28759	1.026809	0.7475532	1.006714	1.879353					1	0.9282349	0.0717651	0.904	0.096			1.879353
1	0.906	56.27323	1.026036	0.7490528	1.006436	1.884371					1	0.929589	0.0704109	0.906	0.094			1.884371
1	0.908	56.25895	1.025273	0.7505621	1.006164	1.889414					1	0.9309483	0.0690517	0.908	0.092			1.889414
1	0.91	56.24474	1.024519	0.752081	1.005898	1.89448					1	0.9323127	0.0676872	0.91	0.09			1.89448
1	0.912	56.23061	1.023775	0.7536097	1.005638	1.89957					1	0.9336823	0.0663176	0.912	0.088			1.89957
1	0.914	56.21655	1.023039	0.7551481	1.005383	1.904684					1	0.9350572	0.0649427	0.914	0.086			1.904684
1	0.916	56.20257	1.022312	0.7566965	1.005135	1.909823					1	0.9364375	0.0635625	0.916	0.084			1.909823
1	0.918	56.18867	1.021594	0.7582548	1.004892	1.914986					1	0.9378231	0.0621769	0.918	0.082			1.914986
1	0.92	56.17484	1.020885	0.759823	1.004656	1.920173					1	0.9392141	0.0607858	0.92	0.08			1.920173
1	0.922	56.16109	1.020185	0.7614014	1.004425	1.925384					1	0.9406107	0.0593893	0.922	0.078			1.925384
1	0.924	56.14742	1.019494	0.7629899	1.004201	1.930621					1	0.9420128	0.0579872	0.924	0.076			1.930621
1	0.926	56.13383	1.018813	0.7645886	1.003982	1.935882					1	0.9434204	0.0565795	0.926	0.074			1.935882
1	0.928	56.12032	1.01814	0.7661977	1.003769	1.941168					1	0.9448338	0.0551662	0.928	0.072			1.941168
1	0.93	56.10689	1.017476	0.767817	1.003562	1.946479					1	0.9462528	0.0537472	0.93	0.07			1.946479
1	0.932	56.09353	1.016821	0.7694469	1.003361	1.951816					1	0.9476776	0.0523223	0.932	0.068			1.951816
1	0.934	56.08026	1.016176	0.7710872	1.003165	1.957178					1	0.9491082	0.0508917	0.934	0.066			1.957178
1	0.936	56.06707	1.015539	0.7727381	1.002976	1.962565					1	0.9505448	0.0494552	0.936	0.064			1.962565
1	0.938	56.05397	1.014912	0.7743997	1.002793	1.967977					1	0.9519872	0.0480127	0.938	0.062			1.967977
1	0.94	56.04095	1.014293	0.776072	1.002615	1.973416					1	0.9534357	0.0465643	0.94	0.06			1.973416
1	0.942	56.02801	1.013684	0.7777552	1.002443	1.97888					1	0.9548902	0.0451098	0.942	0.058			1.97888
1	0.944	56.01515	1.013084	0.7794492	1.002277	1.98437					1	0.9563508	0.0436491	0.944	0.056			1.98437
1	0.946	56.00239	1.012492	0.7811542	1.002117	1.989886					1	0.9578177	0.0421823	0.946	0.054			1.989886
1	0.948	55.9897	1.01191	0.7828703	1.001963	1.995429					1	0.9592907	0.0407092	0.948	0.052			1.995429
1	0.95	55.97711	1.011337	0.7845975	1.001815	2.000997					1	0.9607701	0.0392298	0.95	0.05			2.000997
1	0.952	55.9646	1.010773	0.786336	1.001672	2.006593					1	0.9622559	0.0377441	0.952	0.048			2.006593
1	0.954	55.95218	1.010218	0.7880857	1.001536	2.012214					1	0.9637481	0.0362519	0.954	0.046			2.012214
1	0.956	55.93985	1.009672	0.7898469	1.001405	2.017863					1	0.9652467	0.0347532	0.956	0.044			2.017863
1	0.958	55.92761	1.009136	0.7916196	1.00128	2.023538					1	0.966752	0.033248	0.958	0.042			2.023538
1	0.96	55.91546	1.008608	0.7934038	1.001161	2.029241					1	0.9682638	0.0317361	0.96	0.04			2.029241
1	0.962	55.9034	1.00809	0.7951997	1.001048	2.034971					1	0.9697824	0.0302175	0.962	0.038			2.034971
1	0.964	55.89143	1.007581	0.7970073	1.00094	2.040728					1	0.9713077	0.0286922	0.964	0.036			2.040728
1	0.966	55.87955	1.007081	0.7988267	1.000838	2.046512					1	0.9728399	0.0271601	0.966	0.034			2.046512
1	0.968	55.86777	1.00659	0.8006581	1.000743	2.052324					1	0.9743789	0.025621	0.968	0.032			2.052324
1	0.97	55.85608	1.006108	0.8025016	1.000653	2.058163					1	0.975925	0.024075	0.97	0.03			2.058163
1	0.972	55.84449	1.005636	0.8043571	1.000568	2.064031					1	0.977478	0.022522	0.972	0.028			2.064031
1	0.974	55.83299	1.005173	0.8062249	1.00049	2.069926					1	0.9790382	0.0209618	0.974	0.026			2.069926
1	0.976	55.8216	1.004719	0.8081049	1.000418	2.07585					1	0.9806055	0.0193945	0.976	0.024			2.07585
1	0.978	55.81029	1.004274	0.8099974	1.000351	2.081801					1	0.9821801	0.0178199	0.978	0.022			2.081801
1	0.98	55.79909	1.003839	0.8119024	1.00029	2.087782					1	0.983762	0.016238	0.98	0.02			2.087782
1	0.982	55.78799	1.003413	0.81382	1.000235	2.09379					1	0.9853512	0.0146487	0.982	0.018			2.09379
1	0.984	55.77698	1.002996	0.8157503	1.000186	2.099828					1	0.986948	0.013052	0.984	0.016			2.099828
1	0.986	55.76608	1.002589	0.8176935	1.000142	2.105894					1	0.9885523	0.0114477	0.986	0.014			2.105894
1	0.988	55.75528	1.00219	0.8196495	1.000104	2.111989					1	0.9901642	0.00983579	0.988	0.012			2.111989
1	0.99	55.74459	1.001802	0.8216186	1.000072	2.118114					1	0.9917838	0.00821619	0.99	0.01			2.118114
1	0.992	55.734	1.001423	0.8236008	1.000046	2.124267					1	0.9934112	0.00658881	0.992	0.008			2.124267
1	0.994	55.72351	1.001053	0.8255962	1.000026	2.13045					1	0.9950464	0.00495358	0.994	0.006			2.13045
1	0.996	55.71313	1.000692	0.8276051	1.000012	2.136663					1	0.9966896	0.00331043	0.996	0.004			2.136663
1	0.998	55.70286	1.000341	0.8296273	1.000003	2.142905					1	0.9983407	0.00165926	0.998	0.002			2.142905
1	1	55.69269	0.9999999	0.831663	1	2.149178					1	1	0	1	0			2.149178
